tweet_id,image_id,image_info,image_info_conf,image_path,image_name
917804481970102272,917804481970102272_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917804481970102272_0.jpg,917804481970102272_0
917804966823129093,917804966823129093_0,not_informative,0.6694,data_image/california_wildfires/10_10_2017/917804966823129093_0.jpg,917804966823129093_0
917805148600012800,917805148600012800_0,informative,0.6404,data_image/california_wildfires/10_10_2017/917805148600012800_0.jpg,917805148600012800_0
917805494504443904,917805494504443904_0,not_informative,0.6509,data_image/california_wildfires/10_10_2017/917805494504443904_0.jpg,917805494504443904_0
917806204012978176,917806204012978176_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917806204012978176_0.jpg,917806204012978176_0
917807529479901184,917807529479901184_0,informative,0.7587,data_image/california_wildfires/10_10_2017/917807529479901184_0.jpg,917807529479901184_0
917809119310041089,917809119310041089_0,informative,0.7501,data_image/california_wildfires/10_10_2017/917809119310041089_0.jpg,917809119310041089_0
917810972479381504,917810972479381504_0,informative,0.6964,data_image/california_wildfires/10_10_2017/917810972479381504_0.jpg,917810972479381504_0
917811151320338433,917811151320338433_0,informative,1.0,data_image/california_wildfires/10_10_2017/917811151320338433_0.jpg,917811151320338433_0
917811158282883073,917811158282883073_0,not_informative,0.3666,data_image/california_wildfires/10_10_2017/917811158282883073_0.jpg,917811158282883073_0
917814656626020352,917814656626020352_0,informative,1.0,data_image/california_wildfires/10_10_2017/917814656626020352_0.jpg,917814656626020352_0
917815040962695168,917815040962695168_0,informative,1.0,data_image/california_wildfires/10_10_2017/917815040962695168_0.jpg,917815040962695168_0
917815040962695168,917815040962695168_1,informative,0.9303,data_image/california_wildfires/10_10_2017/917815040962695168_1.jpg,917815040962695168_1
917815040962695168,917815040962695168_2,informative,1.0,data_image/california_wildfires/10_10_2017/917815040962695168_2.jpg,917815040962695168_2
917815168825995264,917815168825995264_0,informative,1.0,data_image/california_wildfires/10_10_2017/917815168825995264_0.jpg,917815168825995264_0
917816344061542401,917816344061542401_0,informative,0.6167,data_image/california_wildfires/10_10_2017/917816344061542401_0.jpg,917816344061542401_0
917817013409583106,917817013409583106_0,informative,1.0,data_image/california_wildfires/10_10_2017/917817013409583106_0.jpg,917817013409583106_0
917817114471346177,917817114471346177_0,informative,1.0,data_image/california_wildfires/10_10_2017/917817114471346177_0.jpg,917817114471346177_0
917818543831261184,917818543831261184_0,informative,0.6827,data_image/california_wildfires/10_10_2017/917818543831261184_0.jpg,917818543831261184_0
917818978629808129,917818978629808129_0,informative,0.8049,data_image/california_wildfires/10_10_2017/917818978629808129_0.jpg,917818978629808129_0
917818995377569793,917818995377569793_0,informative,1.0,data_image/california_wildfires/10_10_2017/917818995377569793_0.jpg,917818995377569793_0
917819230732603397,917819230732603397_0,informative,0.8384,data_image/california_wildfires/10_10_2017/917819230732603397_0.jpg,917819230732603397_0
917820061758263296,917820061758263296_0,informative,1.0,data_image/california_wildfires/10_10_2017/917820061758263296_0.jpg,917820061758263296_0
917820422011449345,917820422011449345_0,informative,1.0,data_image/california_wildfires/10_10_2017/917820422011449345_0.jpg,917820422011449345_0
917820560763183106,917820560763183106_0,informative,0.8336,data_image/california_wildfires/10_10_2017/917820560763183106_0.jpg,917820560763183106_0
917821459321556992,917821459321556992_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917821459321556992_0.jpg,917821459321556992_0
917822041079861248,917822041079861248_0,informative,1.0,data_image/california_wildfires/10_10_2017/917822041079861248_0.jpg,917822041079861248_0
917822562259931137,917822562259931137_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917822562259931137_0.jpg,917822562259931137_0
917822563807399936,917822563807399936_0,informative,1.0,data_image/california_wildfires/10_10_2017/917822563807399936_0.jpg,917822563807399936_0
917822878124568577,917822878124568577_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917822878124568577_0.jpg,917822878124568577_0
917825135884738560,917825135884738560_0,informative,0.643,data_image/california_wildfires/10_10_2017/917825135884738560_0.jpg,917825135884738560_0
917825152636907523,917825152636907523_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917825152636907523_0.jpg,917825152636907523_0
917825253694459904,917825253694459904_0,informative,0.7581,data_image/california_wildfires/10_10_2017/917825253694459904_0.jpg,917825253694459904_0
917825267136995328,917825267136995328_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917825267136995328_0.jpg,917825267136995328_0
917825712756805635,917825712756805635_0,informative,1.0,data_image/california_wildfires/10_10_2017/917825712756805635_0.jpg,917825712756805635_0
917826107575062530,917826107575062530_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917826107575062530_0.jpg,917826107575062530_0
917826458256596997,917826458256596997_0,informative,1.0,data_image/california_wildfires/10_10_2017/917826458256596997_0.jpg,917826458256596997_0
917826687848603648,917826687848603648_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917826687848603648_0.jpg,917826687848603648_0
917826948625088512,917826948625088512_0,informative,1.0,data_image/california_wildfires/10_10_2017/917826948625088512_0.jpg,917826948625088512_0
917827102308671488,917827102308671488_0,not_informative,0.6372,data_image/california_wildfires/10_10_2017/917827102308671488_0.jpg,917827102308671488_0
917827226372132864,917827226372132864_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917827226372132864_0.jpg,917827226372132864_0
917827272148606977,917827272148606977_0,informative,0.3404,data_image/california_wildfires/10_10_2017/917827272148606977_0.jpg,917827272148606977_0
917827701431570432,917827701431570432_0,informative,0.6599,data_image/california_wildfires/10_10_2017/917827701431570432_0.jpg,917827701431570432_0
917827928968318976,917827928968318976_0,informative,1.0,data_image/california_wildfires/10_10_2017/917827928968318976_0.jpg,917827928968318976_0
917828283047260161,917828283047260161_0,informative,0.67,data_image/california_wildfires/10_10_2017/917828283047260161_0.jpg,917828283047260161_0
917828283047260161,917828283047260161_1,informative,0.3496,data_image/california_wildfires/10_10_2017/917828283047260161_1.jpg,917828283047260161_1
917828283047260161,917828283047260161_2,informative,1.0,data_image/california_wildfires/10_10_2017/917828283047260161_2.jpg,917828283047260161_2
917828328475680768,917828328475680768_0,informative,0.4952,data_image/california_wildfires/10_10_2017/917828328475680768_0.jpg,917828328475680768_0
917828356388900865,917828356388900865_0,informative,1.0,data_image/california_wildfires/10_10_2017/917828356388900865_0.jpg,917828356388900865_0
917828415373189120,917828415373189120_0,informative,0.4744,data_image/california_wildfires/10_10_2017/917828415373189120_0.jpg,917828415373189120_0
917828788473552896,917828788473552896_0,informative,0.9228,data_image/california_wildfires/10_10_2017/917828788473552896_0.jpg,917828788473552896_0
917828826083840000,917828826083840000_0,informative,1.0,data_image/california_wildfires/10_10_2017/917828826083840000_0.jpg,917828826083840000_0
917828952533716994,917828952533716994_0,informative,0.6667,data_image/california_wildfires/10_10_2017/917828952533716994_0.jpg,917828952533716994_0
917829116220473345,917829116220473345_0,informative,0.6353,data_image/california_wildfires/10_10_2017/917829116220473345_0.jpg,917829116220473345_0
917829163259592704,917829163259592704_0,informative,1.0,data_image/california_wildfires/10_10_2017/917829163259592704_0.jpg,917829163259592704_0
917829232423731200,917829232423731200_0,informative,1.0,data_image/california_wildfires/10_10_2017/917829232423731200_0.png,917829232423731200_0
917829663552045057,917829663552045057_0,informative,0.8435,data_image/california_wildfires/10_10_2017/917829663552045057_0.jpg,917829663552045057_0
917829763812618240,917829763812618240_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917829763812618240_0.jpg,917829763812618240_0
917829942133575681,917829942133575681_0,informative,1.0,data_image/california_wildfires/10_10_2017/917829942133575681_0.jpg,917829942133575681_0
917830092620836864,917830092620836864_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917830092620836864_0.jpg,917830092620836864_0
917830092620836864,917830092620836864_1,not_informative,1.0,data_image/california_wildfires/10_10_2017/917830092620836864_1.jpg,917830092620836864_1
917830092620836864,917830092620836864_2,not_informative,1.0,data_image/california_wildfires/10_10_2017/917830092620836864_2.jpg,917830092620836864_2
917830092620836864,917830092620836864_3,not_informative,1.0,data_image/california_wildfires/10_10_2017/917830092620836864_3.jpg,917830092620836864_3
917830113529618433,917830113529618433_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917830113529618433_0.jpg,917830113529618433_0
917830152159092736,917830152159092736_0,informative,1.0,data_image/california_wildfires/10_10_2017/917830152159092736_0.jpg,917830152159092736_0
917830920907890688,917830920907890688_0,informative,0.6614,data_image/california_wildfires/10_10_2017/917830920907890688_0.jpg,917830920907890688_0
917831645218136065,917831645218136065_0,informative,0.6868,data_image/california_wildfires/10_10_2017/917831645218136065_0.jpg,917831645218136065_0
917831909111222272,917831909111222272_0,informative,1.0,data_image/california_wildfires/10_10_2017/917831909111222272_0.jpg,917831909111222272_0
917831945802919938,917831945802919938_0,informative,1.0,data_image/california_wildfires/10_10_2017/917831945802919938_0.jpg,917831945802919938_0
917832022017445888,917832022017445888_0,informative,1.0,data_image/california_wildfires/10_10_2017/917832022017445888_0.jpg,917832022017445888_0
917832022017445888,917832022017445888_1,not_informative,0.6642,data_image/california_wildfires/10_10_2017/917832022017445888_1.jpg,917832022017445888_1
917832022017445888,917832022017445888_2,not_informative,0.3585,data_image/california_wildfires/10_10_2017/917832022017445888_2.jpg,917832022017445888_2
917832022017445888,917832022017445888_3,informative,0.6386,data_image/california_wildfires/10_10_2017/917832022017445888_3.jpg,917832022017445888_3
917832175881412608,917832175881412608_0,informative,0.5714,data_image/california_wildfires/10_10_2017/917832175881412608_0.jpg,917832175881412608_0
917832248048496640,917832248048496640_0,not_informative,0.7079,data_image/california_wildfires/10_10_2017/917832248048496640_0.jpg,917832248048496640_0
917833777812066304,917833777812066304_0,informative,0.6617,data_image/california_wildfires/10_10_2017/917833777812066304_0.jpg,917833777812066304_0
917833850746822656,917833850746822656_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917833850746822656_0.jpg,917833850746822656_0
917833987824979968,917833987824979968_0,informative,0.6379,data_image/california_wildfires/10_10_2017/917833987824979968_0.jpg,917833987824979968_0
917834588814155776,917834588814155776_0,informative,0.6616,data_image/california_wildfires/10_10_2017/917834588814155776_0.jpg,917834588814155776_0
917834588814155776,917834588814155776_1,informative,1.0,data_image/california_wildfires/10_10_2017/917834588814155776_1.jpg,917834588814155776_1
917834628290920448,917834628290920448_0,informative,1.0,data_image/california_wildfires/10_10_2017/917834628290920448_0.jpg,917834628290920448_0
917835067069788162,917835067069788162_0,informative,1.0,data_image/california_wildfires/10_10_2017/917835067069788162_0.jpg,917835067069788162_0
917835123890049025,917835123890049025_0,informative,1.0,data_image/california_wildfires/10_10_2017/917835123890049025_0.jpg,917835123890049025_0
917835421073031168,917835421073031168_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917835421073031168_0.jpg,917835421073031168_0
917836387155677185,917836387155677185_0,informative,1.0,data_image/california_wildfires/10_10_2017/917836387155677185_0.jpg,917836387155677185_0
917836899410235392,917836899410235392_0,informative,1.0,data_image/california_wildfires/10_10_2017/917836899410235392_0.jpg,917836899410235392_0
917836981291413507,917836981291413507_0,informative,0.3582,data_image/california_wildfires/10_10_2017/917836981291413507_0.jpg,917836981291413507_0
917837517562445824,917837517562445824_0,informative,0.7059,data_image/california_wildfires/10_10_2017/917837517562445824_0.jpg,917837517562445824_0
917837541713334272,917837541713334272_0,informative,1.0,data_image/california_wildfires/10_10_2017/917837541713334272_0.jpg,917837541713334272_0
917837755891240960,917837755891240960_0,informative,0.5026,data_image/california_wildfires/10_10_2017/917837755891240960_0.jpg,917837755891240960_0
917838403722534913,917838403722534913_0,informative,0.6524,data_image/california_wildfires/10_10_2017/917838403722534913_0.jpg,917838403722534913_0
917839142880468994,917839142880468994_0,informative,1.0,data_image/california_wildfires/10_10_2017/917839142880468994_0.jpg,917839142880468994_0
917839142880468994,917839142880468994_1,informative,1.0,data_image/california_wildfires/10_10_2017/917839142880468994_1.jpg,917839142880468994_1
917839142880468994,917839142880468994_2,informative,1.0,data_image/california_wildfires/10_10_2017/917839142880468994_2.jpg,917839142880468994_2
917839142880468994,917839142880468994_3,informative,0.3525,data_image/california_wildfires/10_10_2017/917839142880468994_3.jpg,917839142880468994_3
917839185779806208,917839185779806208_0,informative,0.6843,data_image/california_wildfires/10_10_2017/917839185779806208_0.jpg,917839185779806208_0
917840040558055424,917840040558055424_0,informative,1.0,data_image/california_wildfires/10_10_2017/917840040558055424_0.jpg,917840040558055424_0
917840110296752134,917840110296752134_0,informative,0.6627,data_image/california_wildfires/10_10_2017/917840110296752134_0.jpg,917840110296752134_0
917840814285443072,917840814285443072_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917840814285443072_0.jpg,917840814285443072_0
917841184814436353,917841184814436353_0,informative,1.0,data_image/california_wildfires/10_10_2017/917841184814436353_0.jpg,917841184814436353_0
917842240646664192,917842240646664192_0,informative,1.0,data_image/california_wildfires/10_10_2017/917842240646664192_0.jpg,917842240646664192_0
917842481575841792,917842481575841792_0,informative,1.0,data_image/california_wildfires/10_10_2017/917842481575841792_0.jpg,917842481575841792_0
917842724551667712,917842724551667712_0,informative,1.0,data_image/california_wildfires/10_10_2017/917842724551667712_0.jpg,917842724551667712_0
917842924032929793,917842924032929793_0,informative,1.0,data_image/california_wildfires/10_10_2017/917842924032929793_0.jpg,917842924032929793_0
917843187187814400,917843187187814400_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917843187187814400_0.jpg,917843187187814400_0
917843997673996288,917843997673996288_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917843997673996288_0.jpg,917843997673996288_0
917844223021293569,917844223021293569_0,informative,1.0,data_image/california_wildfires/10_10_2017/917844223021293569_0.jpg,917844223021293569_0
917844462662967297,917844462662967297_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917844462662967297_0.jpg,917844462662967297_0
917844475686162437,917844475686162437_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917844475686162437_0.jpg,917844475686162437_0
917844496137601024,917844496137601024_0,informative,0.6633,data_image/california_wildfires/10_10_2017/917844496137601024_0.jpg,917844496137601024_0
917844519890153472,917844519890153472_0,informative,0.621,data_image/california_wildfires/10_10_2017/917844519890153472_0.jpg,917844519890153472_0
917845599642255360,917845599642255360_0,informative,1.0,data_image/california_wildfires/10_10_2017/917845599642255360_0.jpg,917845599642255360_0
917846485965959168,917846485965959168_0,informative,0.7224,data_image/california_wildfires/10_10_2017/917846485965959168_0.jpg,917846485965959168_0
917847260200886275,917847260200886275_0,informative,0.6512,data_image/california_wildfires/10_10_2017/917847260200886275_0.jpg,917847260200886275_0
917847652062162944,917847652062162944_0,informative,0.67,data_image/california_wildfires/10_10_2017/917847652062162944_0.jpg,917847652062162944_0
917848117084430336,917848117084430336_0,informative,1.0,data_image/california_wildfires/10_10_2017/917848117084430336_0.jpg,917848117084430336_0
917848191051206656,917848191051206656_0,informative,0.3389,data_image/california_wildfires/10_10_2017/917848191051206656_0.jpg,917848191051206656_0
917848209661112320,917848209661112320_0,informative,0.6538,data_image/california_wildfires/10_10_2017/917848209661112320_0.jpg,917848209661112320_0
917848283120394241,917848283120394241_0,informative,0.68,data_image/california_wildfires/10_10_2017/917848283120394241_0.jpg,917848283120394241_0
917848318595751936,917848318595751936_0,not_informative,0.6708,data_image/california_wildfires/10_10_2017/917848318595751936_0.jpg,917848318595751936_0
917848503568818183,917848503568818183_0,informative,1.0,data_image/california_wildfires/10_10_2017/917848503568818183_0.jpg,917848503568818183_0
917849898963349510,917849898963349510_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917849898963349510_0.jpg,917849898963349510_0
917850123543171073,917850123543171073_0,informative,0.6014,data_image/california_wildfires/10_10_2017/917850123543171073_0.jpg,917850123543171073_0
917850510400589824,917850510400589824_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917850510400589824_0.jpg,917850510400589824_0
917851111406604288,917851111406604288_0,not_informative,0.6709,data_image/california_wildfires/10_10_2017/917851111406604288_0.jpg,917851111406604288_0
917851589053943813,917851589053943813_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917851589053943813_0.jpg,917851589053943813_0
917851921943318528,917851921943318528_0,not_informative,0.6656,data_image/california_wildfires/10_10_2017/917851921943318528_0.jpg,917851921943318528_0
917851944420610049,917851944420610049_0,informative,0.6875,data_image/california_wildfires/10_10_2017/917851944420610049_0.jpg,917851944420610049_0
917852446898102272,917852446898102272_0,not_informative,0.652,data_image/california_wildfires/10_10_2017/917852446898102272_0.jpg,917852446898102272_0
917852634408783872,917852634408783872_0,not_informative,0.6538,data_image/california_wildfires/10_10_2017/917852634408783872_0.jpg,917852634408783872_0
917853524301623298,917853524301623298_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917853524301623298_0.jpg,917853524301623298_0
917854866571255808,917854866571255808_0,informative,0.6714,data_image/california_wildfires/10_10_2017/917854866571255808_0.jpg,917854866571255808_0
917855444475023361,917855444475023361_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917855444475023361_0.jpg,917855444475023361_0
917855837254770688,917855837254770688_0,informative,0.5396,data_image/california_wildfires/10_10_2017/917855837254770688_0.jpg,917855837254770688_0
917856015219154945,917856015219154945_0,informative,0.6554,data_image/california_wildfires/10_10_2017/917856015219154945_0.jpg,917856015219154945_0
917856082457894912,917856082457894912_0,not_informative,0.685,data_image/california_wildfires/10_10_2017/917856082457894912_0.jpg,917856082457894912_0
917856156059623424,917856156059623424_0,informative,0.6495,data_image/california_wildfires/10_10_2017/917856156059623424_0.jpg,917856156059623424_0
917856722315874306,917856722315874306_0,informative,1.0,data_image/california_wildfires/10_10_2017/917856722315874306_0.jpg,917856722315874306_0
917857421250441218,917857421250441218_0,informative,0.7426,data_image/california_wildfires/10_10_2017/917857421250441218_0.jpg,917857421250441218_0
917857531656933376,917857531656933376_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917857531656933376_0.jpg,917857531656933376_0
917858042615656448,917858042615656448_0,informative,0.6667,data_image/california_wildfires/10_10_2017/917858042615656448_0.jpg,917858042615656448_0
917858237948424202,917858237948424202_0,informative,1.0,data_image/california_wildfires/10_10_2017/917858237948424202_0.jpg,917858237948424202_0
917858418140110854,917858418140110854_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917858418140110854_0.jpg,917858418140110854_0
917861480673902592,917861480673902592_0,not_informative,0.6823,data_image/california_wildfires/10_10_2017/917861480673902592_0.jpg,917861480673902592_0
917861564002181120,917861564002181120_0,informative,0.6983,data_image/california_wildfires/10_10_2017/917861564002181120_0.jpg,917861564002181120_0
917862029465026560,917862029465026560_0,not_informative,0.6341,data_image/california_wildfires/10_10_2017/917862029465026560_0.jpg,917862029465026560_0
917862609713446915,917862609713446915_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917862609713446915_0.jpg,917862609713446915_0
917863129161252865,917863129161252865_0,not_informative,0.3401,data_image/california_wildfires/10_10_2017/917863129161252865_0.jpg,917863129161252865_0
917863283419357185,917863283419357185_0,informative,0.6547,data_image/california_wildfires/10_10_2017/917863283419357185_0.jpg,917863283419357185_0
917864087438049280,917864087438049280_0,informative,1.0,data_image/california_wildfires/10_10_2017/917864087438049280_0.jpg,917864087438049280_0
917864781616435201,917864781616435201_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917864781616435201_0.jpg,917864781616435201_0
917864819994263553,917864819994263553_0,informative,0.8061,data_image/california_wildfires/10_10_2017/917864819994263553_0.jpg,917864819994263553_0
917864853015969792,917864853015969792_0,informative,1.0,data_image/california_wildfires/10_10_2017/917864853015969792_0.jpg,917864853015969792_0
917864900101152768,917864900101152768_0,not_informative,0.6436,data_image/california_wildfires/10_10_2017/917864900101152768_0.jpg,917864900101152768_0
917865131182297088,917865131182297088_0,informative,0.6564,data_image/california_wildfires/10_10_2017/917865131182297088_0.jpg,917865131182297088_0
917865143639318528,917865143639318528_0,informative,0.6608,data_image/california_wildfires/10_10_2017/917865143639318528_0.jpg,917865143639318528_0
917866615936618497,917866615936618497_0,not_informative,0.6589,data_image/california_wildfires/10_10_2017/917866615936618497_0.jpg,917866615936618497_0
917866755363442688,917866755363442688_0,informative,0.6977,data_image/california_wildfires/10_10_2017/917866755363442688_0.jpg,917866755363442688_0
917867122679676928,917867122679676928_0,not_informative,0.7738,data_image/california_wildfires/10_10_2017/917867122679676928_0.jpg,917867122679676928_0
917868035423080449,917868035423080449_0,informative,0.6106,data_image/california_wildfires/10_10_2017/917868035423080449_0.jpg,917868035423080449_0
917868703705735168,917868703705735168_0,informative,0.6489,data_image/california_wildfires/10_10_2017/917868703705735168_0.jpg,917868703705735168_0
917869210499399680,917869210499399680_0,informative,1.0,data_image/california_wildfires/10_10_2017/917869210499399680_0.jpg,917869210499399680_0
917869868946296832,917869868946296832_0,informative,1.0,data_image/california_wildfires/10_10_2017/917869868946296832_0.jpg,917869868946296832_0
917870493058904064,917870493058904064_0,informative,0.6471,data_image/california_wildfires/10_10_2017/917870493058904064_0.jpg,917870493058904064_0
917871673092620289,917871673092620289_0,informative,1.0,data_image/california_wildfires/10_10_2017/917871673092620289_0.jpg,917871673092620289_0
917871713823502336,917871713823502336_0,informative,0.7607,data_image/california_wildfires/10_10_2017/917871713823502336_0.jpg,917871713823502336_0
917871765388517376,917871765388517376_0,informative,0.68,data_image/california_wildfires/10_10_2017/917871765388517376_0.jpg,917871765388517376_0
917871832467955714,917871832467955714_0,informative,0.6229,data_image/california_wildfires/10_10_2017/917871832467955714_0.jpg,917871832467955714_0
917871941205164032,917871941205164032_0,not_informative,0.6438,data_image/california_wildfires/10_10_2017/917871941205164032_0.jpg,917871941205164032_0
917872088303718402,917872088303718402_0,informative,1.0,data_image/california_wildfires/10_10_2017/917872088303718402_0.jpg,917872088303718402_0
917872366230822912,917872366230822912_0,informative,1.0,data_image/california_wildfires/10_10_2017/917872366230822912_0.jpg,917872366230822912_0
917873017065160704,917873017065160704_0,not_informative,1.0,data_image/california_wildfires/10_10_2017/917873017065160704_0.jpg,917873017065160704_0
917914955118272513,917914955118272513_0,informative,0.7535,data_image/california_wildfires/11_10_2017/917914955118272513_0.jpg,917914955118272513_0
917915039004315650,917915039004315650_0,not_informative,1.0,data_image/california_wildfires/11_10_2017/917915039004315650_0.jpg,917915039004315650_0
917915442085163008,917915442085163008_0,informative,1.0,data_image/california_wildfires/11_10_2017/917915442085163008_0.jpg,917915442085163008_0
917915711216926722,917915711216926722_0,not_informative,1.0,data_image/california_wildfires/11_10_2017/917915711216926722_0.jpg,917915711216926722_0
917915816615731201,917915816615731201_0,informative,1.0,data_image/california_wildfires/11_10_2017/917915816615731201_0.jpg,917915816615731201_0
917915934077067264,917915934077067264_0,not_informative,1.0,data_image/california_wildfires/11_10_2017/917915934077067264_0.png,917915934077067264_0
917917141214437376,917917141214437376_0,informative,0.6765,data_image/california_wildfires/11_10_2017/917917141214437376_0.jpg,917917141214437376_0
917920562248269824,917920562248269824_0,informative,0.6452,data_image/california_wildfires/11_10_2017/917920562248269824_0.jpg,917920562248269824_0
917921510731452416,917921510731452416_0,informative,1.0,data_image/california_wildfires/11_10_2017/917921510731452416_0.jpg,917921510731452416_0
917922090677829632,917922090677829632_0,informative,1.0,data_image/california_wildfires/11_10_2017/917922090677829632_0.jpg,917922090677829632_0
917922816195837952,917922816195837952_0,not_informative,1.0,data_image/california_wildfires/11_10_2017/917922816195837952_0.jpg,917922816195837952_0
917923292148912129,917923292148912129_0,informative,0.7721,data_image/california_wildfires/11_10_2017/917923292148912129_0.jpg,917923292148912129_0
917923911957803008,917923911957803008_0,not_informative,1.0,data_image/california_wildfires/11_10_2017/917923911957803008_0.jpg,917923911957803008_0
917924564579028992,917924564579028992_0,informative,1.0,data_image/california_wildfires/11_10_2017/917924564579028992_0.jpg,917924564579028992_0
